subject;Age;Gender;training_condition;task_order;training_performance;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
254;33;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 1; 1; 1; 1; 5; 5; 5; 5; 1; 1; 1; 1;-5,00; 5,00; 1,00; 1,00;-10,00;  0,00; 10,00;  0,00;I would try Brand 3;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;3; 0,323066425;Learning_Inconsistent_First;-0,323066425; 0,323066425
256;26;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-3;-3;-3; 0; 1; 2; 2; 5; 5; 4; 5; 0; 0; 0; 2;-2,75; 4,75; 1,25; 0,50; -7,50;  0,75;  7,50; -0,75;I would try Brand 3;I would try Brand 2; 4; 2; 5; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3; 0,691814138;Learning_Inconsistent_First;-0,691814138; 0,691814138
261;24;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3; 0;-1;-2;-1; 0; 0; 0; 3; 3; 4; 5; 5; 1; 1; 0;-1,50; 3,75;-0,25; 1,75; -5,25; -2,00;  5,25;  2,00;I would try Brand 3;I would try Brand 4;-1; 0; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,310347685;Learning_Consistent_First;-0,310347685; 0,310347685
264;31;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 1; 1; 1; 0; 5; 5; 5; 5; 1; 0; 1; 1;-5,00; 5,00; 0,75; 0,75;-10,00;  0,00; 10,00;  0,00;I would try Brand 3;I would try Brands 2 and 4; 4; 2; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;6; 0,448955963;Learning_Inconsistent_First;-0,448955963; 0,448955963
270;29;F;Counterconditioning;Explicits First;Fail;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1; 0; 0; 0; 0; 0; 3; 2; 3; 0; 0; 0; 0; 0;-0,75; 2,00; 0,00; 0,00; -2,75;  0,00;  2,75;  0,00;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;4;-0,133907102;Learning_Inconsistent_First; 0,133907102;-0,133907102
271;31;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-4;-5;-4; 3; 4; 4; 3; 5; 4; 5; 4; 0;-3;-3;-1;-4,50; 4,50; 3,50;-1,75; -9,00;  5,25;  9,00; -5,25;I would try Brand 3;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,042777759;Learning_Consistent_First; 0,042777759;-0,042777759
280;28;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-4;-4;-3; 4; 4; 4; 5; 3; 4; 3; 3;-3;-3;-3;-3;-3,50; 3,25; 4,25;-3,00; -6,75;  7,25;  6,75; -7,25;I would try Brand 3;I would try Brand 2;-3; 5; 4;-3;What I learned during the experiment;Not Demand Compliant;yes;3;-0,057667364;Learning_Inconsistent_First; 0,057667364;-0,057667364
283;29;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt; 0,221203169;Learning_Consistent_First; 0,221203169; 0,221203169
285;23;M;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-2;-2;-2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;-1,75; 0,00; 0,00; 0,00; -1,75;  0,00;  1,75;  0,00;I would try neither Brand;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;3;-0,139289028;Learning_Consistent_First;-0,139289028; 0,139289028
291;21;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;4; 1,171804636;Learning_Consistent_First; 1,171804636; 1,171804636
311;28;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 1;-1; 1; 0; 2; 2; 2; 3; 4; 3; 2; 0; 0; 0; 0; 0,25; 3,00; 1,50; 0,00; -2,75;  1,50;  2,75; -1,50;I would try Brand 3;I would try Brand 4; 0; 3; 4; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,013521065;Learning_Consistent_First; 0,013521065;-0,013521065
314;32;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-2;-2;-2;-2; 0; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 2;-2,00; 2,00; 0,00; 2,00; -4,00; -2,00; -4,00; -2,00;I would try Brand 3;I would try Brand 4; 5; 4; 5; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,678041878;Learning_Inconsistent_First;-0,678041878;-0,678041878
316;35;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 1,00; 0,00;  0,00;  1,00;  0,00;  1,00;I would try Brand 3;I would try Brand 2; 1; 1; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,092303820;Learning_Inconsistent_First;-0,092303820;-0,092303820
321;38;M;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 0; 0; 0; 0;-4;-4;-4;-4; 0; 0; 0; 0; 4,00;-4,00; 0,00; 0,00;  8,00;  0,00;  8,00;  0,00;I would try Brand 1;I don't know; 4; 4; 4; 4;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,188442180;Learning_Consistent_First; 0,188442180; 0,188442180
326;19;M;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1; 0; 0; 0; 0; 1; 1; 1; 2; 1; 1; 1; 1;-1,00; 1,25; 0,00; 1,00; -2,25; -1,00;  2,25;  1,00;I would try Brand 3;I would try Brand 4; 2; 1; 3; 1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,193359257;Learning_Inconsistent_First;-0,193359257; 0,193359257
332;37;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 3; 3; 3; 3; 3;-2;-2;-2;-2; 0; 0; 0; 0; 2,25;-2,00; 3,00; 0,00;  4,25;  3,00;  4,25;  3,00;I would try Brand 1;I would try Brand 4; 5; 4; 5; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;4; 0,478708383;Learning_Inconsistent_First;-0,478708383;-0,478708383
349;21;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1; 0; 1; 2; 1; 2; 2;-2;-1; 1; 1;-1; 1; 2; 2;-0,25;-0,25; 1,75; 1,00;  0,00;  0,75;  0,00; -0,75;I would try Brand 3;I would try Brand 2; 1; 4; 2; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3; 0,048910803;Learning_Consistent_First; 0,048910803;-0,048910803
355;37;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 4; 4; 4; 4; 3; 2;-3;-4;-4;-3;-3;-4;-3;-3; 3,50;-3,50; 3,25;-3,25;  7,00;  6,50;  7,00;  6,50;I would try Brand 1;I would try Brand 2; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;3; 0,431193430;Learning_Consistent_First; 0,431193430; 0,431193430
361;30;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 1; 0;-1; 0; 0;-1;-1;-1; 0;-1; 0; 0; 0; 1; 0,25;-0,75;-0,50; 0,25;  1,00; -0,75;  1,00; -0,75;I would try Brand 1;I would try Brands 2 and 4; 2; 0; 2; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;7;-0,086496011;Learning_Consistent_First;-0,086496011;-0,086496011
363;27;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt; 0,084126202;Learning_Consistent_First; 0,084126202; 0,084126202
364;37;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 1; 1; 1; 1;-2;-2;-2;-2; 0; 0; 0; 0; 2,00;-2,00; 1,00; 0,00;  4,00;  1,00;  4,00;  1,00;I would try Brand 3;I would try Brands 2 and 4; 0;-1;-1;-1;What I learned during the experiment;Not Demand Compliant;yes;3; 0,173170233;Learning_Inconsistent_First;-0,173170233;-0,173170233
365;36;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I don't know;I would try Brand 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt; 0,117036784;Learning_Consistent_First; 0,117036784;-0,117036784
371;33;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I don't know;I would try Brand 2; 3; 2; 2; 2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3; 0,166404837;Learning_Consistent_First; 0,166404837; 0,166404837
373;23;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3; 3; 3; 3; 3; 2; 3; 3; 3; 3;-3;-3;-2;-3,00; 2,75; 3,00;-1,25; -5,75;  4,25;  5,75; -4,25;I would try Brands 1 and 3;I would try Brands 2 and 4;-3; 1; 0;-5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,733069582;Learning_Consistent_First; 0,733069582;-0,733069582
377;38;M;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 3; 3; 3; 3; 3; 3; 3; 4; 3; 3; 3; 3; 3; 3; 3; 3,25; 3,25; 3,00; 3,00;  0,00;  0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brand 4; 4; 4; 4; 4;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3; 0,317298862;Learning_Consistent_First; 0,317298862; 0,317298862
380;19;F;Counterconditioning;Implicits First;Fail;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 0; 2; 2; 2; 2; 0,50; 1,50; 2,00; 2,00; -1,00;  0,00; -1,00;  0,00;I would try Brand 3;I would try Brand 2; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;4; 0,289068652;Learning_Inconsistent_First;-0,289068652;-0,289068652
386;20;M;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brand 1;I would try Brand 4; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;8; 0,503600428;Learning_Inconsistent_First;-0,503600428;-0,503600428
391;23;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 1; 1; 1; 1; 4; 2; 4; 4; 3; 3; 3; 3;-2,00; 3,50; 1,00; 3,00; -5,50; -2,00;  5,50;  2,00;I would try Brand 3;I would try Brand 4; 4; 4; 4; 4;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,411760886;Learning_Consistent_First; 0,411760886;-0,411760886
403;22;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 4; 1; 2; 2; 2;-3;-3;-3;-3;-1; 2;-2;-2; 3,25;-3,00; 1,75;-0,75;  6,25;  2,50;  6,25;  2,50;I would try Brand 1;I would try Brand 4; 4; 2; 3; 1;What I learned during the experiment;Not Demand Compliant;yes;8;-0,250463685;Learning_Consistent_First;-0,250463685;-0,250463685
409;18;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-2;-2;-2;-3; 2; 2; 2; 4; 2; 2; 2; 2; 2; 2; 3; 2;-2,25; 2,00; 2,50; 2,25; -4,25;  0,25; -4,25;  0,25;I would try neither Brand;I would try Brand 4;-4;-2;-3;-2;What I thought the experimenter wanted me to say;Demand Compliant;yes;4;-0,157324702;Learning_Consistent_First;-0,157324702;-0,157324702
414;36;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5;-5;-5;-5;-5,00; 5,00; 5,00;-5,00;-10,00; 10,00; 10,00;-10,00;I would try Brand 3;I would try Brand 2; 2; 2; 2;-1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;7; 0,356147884;Learning_Inconsistent_First;-0,356147884; 0,356147884
428;28;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 0; 0; 0; 0;-4;-4;-4;-4; 0; 0; 0; 0; 4,00;-4,00; 0,00; 0,00;  8,00;  0,00;  8,00;  0,00;I would try Brand 1;I would try neither Brand; 5; 0; 5; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,328524825;Learning_Inconsistent_First;-0,328524825;-0,328524825
430;23;M;Counterconditioning;Explicits First;Fail;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 3; 0;-5; 4;-5; 0; 3; 4; 3; 3;-3;-3;-3; 0; 0,75; 3,25;-1,50;-2,25; -2,50;  0,75;  2,50; -0,75;I would try Brand 1;I would try Brand 4;-2; 3; 0; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,061995167;Learning_Inconsistent_First;-0,061995167; 0,061995167
432;33;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3; 0; 0; 0; 0; 3; 3; 3; 3; 0; 0; 0; 0;-3,00; 3,00; 0,00; 0,00; -6,00;  0,00;  6,00;  0,00;I would try Brand 3;I would try Brands 2 and 4; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,700383289;Learning_Inconsistent_First;-0,700383289; 0,700383289
434;39;M;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 0; 0; 0; 0;-3;-3;-3;-3; 0; 0; 0; 0; 3,00;-3,00; 0,00; 0,00;  6,00;  0,00;  6,00;  0,00;I would try Brand 1;I would try Brand 4; 5; 5; 4; 5;What I learned during the experiment;Not Demand Compliant;yes;3;-0,049938449;Learning_Inconsistent_First; 0,049938449; 0,049938449
441;22;M;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 2; 2; 0; 0; 0; 0; 0;-2;-2;-1; 0; 0; 0; 0; 1,50;-1,25; 0,00; 0,00;  2,75;  0,00;  2,75;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,566949470;Learning_Consistent_First; 0,566949470; 0,566949470
442;19;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 1; 0; 1; 0; 0; 0; 0;-4;-3;-3;-1; 0; 0; 0; 0; 0,50;-2,75; 0,00; 0,00;  3,25;  0,00;  3,25;  0,00;I would try Brand 1;I would try Brand 4; 0; 4; 1; 4;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,959326969;Learning_Inconsistent_First;-0,959326969;-0,959326969
451;19;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4;-1;-1;-1;-1;-4;-4;-4;-4; 1; 1; 1; 1; 4,00;-4,00;-1,00; 1,00;  8,00; -2,00;  8,00; -2,00;I would try Brand 1;I would try Brand 4; 5; 1; 5; 2;What I learned during the experiment;Not Demand Compliant;yes;3;-0,236495737;Learning_Consistent_First;-0,236495737;-0,236495737
457;30;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 2; 2; 2; 2;-2;-2;-2;-2;-1;-1;-2;-2; 3,00;-2,00; 2,00;-1,50;  5,00;  3,50;  5,00;  3,50;I would try Brand 1;I would try neither Brand; 1; 1; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;3; 0,302281685;Learning_Consistent_First; 0,302281685; 0,302281685
  3;20;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1;-1;-2;-1;-1;-1;-1;-1; 0;-1;-1;-1;-1;-1; 0; 0;-1,25;-0,75;-1,00;-0,50; -0,50; -0,50; -0,50; -0,50;I would try Brand 3;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,261016030;Learning_Consistent_First; 0,261016030; 0,261016030
  8;38;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00; 10,00; 10,00;I would try neither Brand;I would try neither Brand;-5;-5; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,016003810;Learning_Inconsistent_First;-0,016003810; 0,016003810
  9;23;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1; 0;-1;-1;-1; 0;-1;-1; 0; 0; 0; 0;-1;-1;-1;-1;-0,75; 0,00;-0,75;-1,00; -0,75;  0,25; -0,75;  0,25;I would try neither Brand;I would try Brand 2; 0; 1; 0; 1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;2;-0,089314658;Learning_Consistent_First;-0,089314658;-0,089314658
 11;38;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-3;-3;-3;-3; 0; 0; 0; 0; 3; 3; 4; 3; 3; 4; 3; 4;-3,00; 3,25; 0,00; 3,50; -6,25; -3,50; -6,25; -3,50;I would try Brand 3;I would try Brand 4; 1; 4;-1; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3;-0,100639071;Learning_Consistent_First;-0,100639071;-0,100639071
 12;36;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 4; 4; 4; 4;-4;-4;-4;-4;-4;-4;-4;-4; 4,00;-4,00; 4,00;-4,00;  8,00;  8,00;  8,00;  8,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,416810670;Learning_Inconsistent_First;-0,416810670;-0,416810670
 12;36;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 4; 4; 4; 4;-4;-4;-4;-4;-4;-4;-4;-4; 4,00;-4,00; 4,00;-4,00;  8,00;  8,00;  8,00;  8,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,416810670;Learning_Inconsistent_First;-0,416810670;-0,416810670
 12;36;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 4; 4; 4; 4;-4;-4;-4;-4;-4;-4;-4;-4; 4,00;-4,00; 4,00;-4,00;  8,00;  8,00;  8,00;  8,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,416810670;Learning_Inconsistent_First;-0,416810670;-0,416810670
 12;36;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 4; 4; 4; 4;-4;-4;-4;-4;-4;-4;-4;-4; 4,00;-4,00; 4,00;-4,00;  8,00;  8,00;  8,00;  8,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,416810670;Learning_Inconsistent_First;-0,416810670;-0,416810670
 15;37;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-4;-5; 3; 2; 2; 3; 5; 3; 4; 5; 4; 5; 4; 5;-4,75; 4,25; 2,50; 4,50; -9,00; -2,00;  9,00;  2,00;I would try Brand 3;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;7; 0,569251063;Learning_Consistent_First; 0,569251063;-0,569251063
 17;23;F;Extinction;Explicits First;Fail;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try neither Brand;I would try Brand 2; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;7; 0,483376554;Learning_Consistent_First; 0,483376554; 0,483376554
 18;30;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,408858774;Learning_Inconsistent_First; 0,408858774; 0,408858774
 20;22;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I don't know;I don't know; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,249916100;Learning_Inconsistent_First;-0,249916100;-0,249916100
 22;32;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3; 3; 3; 3; 3; 3; 3; 3;-1; 2; 2; 2; 4; 4; 4; 4; 3,00; 1,25; 3,00; 4,00;  1,75; -1,00; -1,75;  1,00;I would try Brand 1;I would try Brand 4; 4; 4; 2; 4;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3; 0,609687514;Learning_Inconsistent_First;-0,609687514; 0,609687514
 24;23;M;Extinction;Implicits First;Fail;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 4; 2; 2; 2; 1; 0; 2; 3; 3; 3; 1; 3; 1; 1; 3; 2; 2,50; 2,50; 1,50; 1,75;  0,00; -0,25;  0,00;  0,25;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 1; 0; 4;What I learned during the experiment;Not Demand Compliant;yes;3; 0,327737488;Learning_Inconsistent_First;-0,327737488; 0,327737488
 24;23;M;Extinction;Implicits First;Fail;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 4; 2; 2; 2; 1; 0; 2; 3; 3; 3; 1; 3; 1; 1; 3; 2; 2,50; 2,50; 1,50; 1,75;  0,00; -0,25;  0,00;  0,25;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 1; 0; 4;What I learned during the experiment;Not Demand Compliant;yes;3; 0,327737488;Learning_Inconsistent_First;-0,327737488; 0,327737488
